Sat May 09 00:53:27 +0000 2020,"b""@jfreewright @VPPressSec So... Stephen Miller's wife has COVID19.\n\nI know he is not in the high risk group.. but th https://t.co/e3mZwSUsI5""",TIndependent20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","New York, NY",2340,544,0,0,
Sat May 09 00:53:27 +0000 2020,"b'RT @RadioAN24: #Escndalo El presidente de Tanzania, John Magufuli, desconfiaba de la OMS y decidi engaarlos enviando muestras de una pap'",julioclozada,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,24,183,0,0,
Sat May 09 00:53:27 +0000 2020,b'RT @gugachacra: Brasil tem novo recorde com 751 mortes por Covid19 em um dia.\nTotal chega a 9.897. Uma tragdia. Uma catstrofe. Cada um do',ph_benatto,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,289,475,0,0,
Sat May 09 00:53:27 +0000 2020,"b'RT @LCP: ""Faut-il prolonger l\'tat d\'urgence ? Nous pensons que oui. (...) Nous avons apport des garanties chaque fois que la question des'",Katalin80319166,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,73,81,0,0,
Sat May 09 00:53:28 +0000 2020,b'White man comes out of house standing 14m away takes photo of my son washing bird shit off his car. Tells 2 men nei https://t.co/71L9YNDX5Q',Jamal_thats_me,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0,0,0,0,
Sat May 09 00:53:28 +0000 2020,b'RT @RaulMartinez_tw: Y sto?',HTebot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,200,441,0,0,
Sat May 09 00:53:28 +0000 2020,b'RT @SayItEllieB: @StephGrisham45 @ChanelRion @OANN @FLOTUS SAVE AN ELDERS LIFE! Here is one exceptional American on covid19 front lines sa',SayItEllieB,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Global,43110,27523,0,0,
Sat May 09 00:53:28 +0000 2020,b'@patton6966',OllyOllyInFree,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","East Coast, USA",6058,6503,0,0,
Sat May 09 00:53:28 +0000 2020,"b'RT @NEJM: Among 1376 patients with #COVID19 admitted to a NYC hospital, 59% were treated with hydroxychloroquine. After adjustment for base'",StevenW69808657,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1813,2696,0,0,
Sat May 09 00:53:28 +0000 2020,"b""RT @makpoling: I would be so grateful for even just $1. I really need to get some food ASAP. I'm really struggling.\n\nAnything will help. """,CoronaVirusCall,"<a href=""https://www.freegreenpower.org"" rel=""nofollow"">BotHelloWorld-SSBot</a>",North America,715,434,0,0,
Sat May 09 00:53:28 +0000 2020,"b'RT @rodro_retiro: El Distrito de Retiro con 120.000 habitantes y 121 casos detectados en los ltimos 14 das, contina siendo uno de los ma'",TerryEstrecha,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Valdepeñas, España",830,3551,0,0,
Sat May 09 00:53:28 +0000 2020,"b'RT @JesusRCuevas: El @GobiernoMX no oculta informacin sobre contagios o fallecimientos por #COVID19, como suponen algunos medios.\nLas cifr'",jesus_antonio_2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ecatepec de Morelos, México",299,337,0,0,
